x1,x2,x3,x4,x5,x6
11.0,22.0,33.0,44.0,55.0,66.0
77.0,88.0,99.0,110.0,121.0,132.0
143.0,154.0,165.0,220.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.4433565139770508,4.627228736877441,-1.2678544521331787,-6.692199230194092,-1.258865475654602,-6.686954975128174
0.3434491455554962,3.988809108734131,-0.7830822467803955,-6.0863447189331055,-0.8064501285552979,-6.062258720397949
0.2820664942264557,3.4147770404815674,-0.4952465295791626,-5.38203763961792,-0.5219556093215942,-5.389606952667236
0.2390580177307129,2.9108877182006836,-0.3161165416240692,-4.682114601135254,-0.34493952989578247,-4.7007646560668945
0.2130785882472992,2.4746241569519043,-0.19877102971076965,-4.0323591232299805,-0.1951618492603302,-4.043296813964844
0.20002564787864685,2.1022284030914307,-0.11755317449569702,-3.450200080871582,-0.12331470847129822,-3.456545352935791
0.18841564655303955,1.7833150625228882,-0.05793610215187073,-2.9391841888427734,-0.07041603326797485,-2.9577393531799316
0.18594244122505188,1.5106805562973022,-0.011371582746505737,-2.496274471282959,-0.005272030830383301,-2.5060315132141113
0.1873612403869629,1.2821087837219238,0.027381226420402527,-2.1155571937561035,0.031800419092178345,-2.117323398590088
0.19230252504348755,1.0872159004211426,0.061681658029556274,-1.7901341915130615,0.0615624338388443,-1.8030232191085815
0.19967372715473175,0.9215041399002075,0.09379276633262634,-1.5130685567855835,0.08221971243619919,-1.5262045860290527
0.44251880049705505,4.629458904266357,-1.2678544521331787,-6.692199230194092,-1.2383909225463867,-6.795713901519775
0.34220704436302185,3.9873602390289307,-0.7830822467803955,-6.0863447189331055,-0.8162276744842529,-6.064542770385742
0.27927327156066895,3.416550397872925,-0.4952465295791626,-5.38203763961792,-0.5150223970413208,-5.379081726074219
0.2392025589942932,2.911543846130371,-0.3161165416240692,-4.682114601135254,-0.326140820980072,-4.706597328186035
0.21404510736465454,2.4752309322357178,-0.19877102971076965,-4.0323591232299805,-0.20380966365337372,-4.046306610107422
0.19844062626361847,2.1022825241088867,-0.11755317449569702,-3.450200080871582,-0.12194626033306122,-3.450561761856079
0.1896558552980423,1.785118579864502,-0.05793610215187073,-2.9391841888427734,-0.06767675280570984,-2.9534406661987305
0.1849052757024765,1.5115944147109985,-0.011371582746505737,-2.496274471282959,-0.01635238528251648,-2.513594150543213
0.186385378241539,1.2823997735977173,0.027381226420402527,-2.1155571937561035,0.0394168496131897,-2.117302894592285
0.19278864562511444,1.0881338119506836,0.061681658029556274,-1.7901341915130615,0.06001107394695282,-1.8027708530426025
0.19838759303092957,0.9218456149101257,0.09379276633262634,-1.5130685567855835,0.032876405864953995,-1.5461630821228027
2.7355620861053467,2.2538061141967773,-1.9931142330169678,0.8765721321105957,-2.046093463897705,0.9301791787147522
2.5343618392944336,2.3247742652893066,-2.0079219341278076,0.5303516387939453,-1.9770991802215576,0.5160212516784668
2.340142250061035,2.3570103645324707,-1.92486572265625,0.16580486297607422,-1.9060742855072021,0.16895651817321777
2.153146982192993,2.35856556892395,-1.770141363143921,-0.18371343612670898,-1.7713868618011475,-0.1606607437133789
1.9858648777008057,2.324878215789795,-1.571396827697754,-0.49214720726013184,-1.568428874015808,-0.48737287521362305
1.8394612073898315,2.2610909938812256,-1.3524980545043945,-0.7436137199401855,-1.3529866933822632,-0.7381463050842285
1.715267539024353,2.177248954772949,-1.1310689449310303,-0.9321291446685791,-1.1383086442947388,-0.9281492233276367
1.6117994785308838,2.0754611492156982,-0.9183332920074463,-1.059401273727417,-0.9222304821014404,-1.0538160800933838
1.530821442604065,1.9664857387542725,-0.7202236652374268,-1.1320290565490723,-0.7282119989395142,-1.111568808555603
1.466157078742981,1.8531473875045776,-0.538885235786438,-1.158998727798462,-0.5388987064361572,-1.1464375257492065
1.4230417013168335,1.7371982336044312,-0.3740588426589966,-1.1498388051986694,-0.30595898628234863,-1.1667039394378662
0.4426993131637573,4.627050399780273,-1.2678544521331787,-6.692199230194092,-1.2505093812942505,-6.6879448890686035
0.3412744700908661,3.9887747764587402,-0.7830822467803955,-6.0863447189331055,-0.823256254196167,-6.059286594390869
0.2780480682849884,3.4151930809020996,-0.4952465295791626,-5.38203763961792,-0.5091745257377625,-5.384918212890625
0.23943956196308136,2.9117910861968994,-0.3161165416240692,-4.682114601135254,-0.3197106122970581,-4.6986284255981445
0.21410594880580902,2.4754674434661865,-0.19877102971076965,-4.0323591232299805,-0.2144918590784073,-4.050339698791504
0.1965411901473999,2.1017231941223145,-0.11755317449569702,-3.450200080871582,-0.1267186552286148,-3.4508872032165527
0.18876221776008606,1.785290002822876,-0.05793610215187073,-2.9391841888427734,-0.05741052329540253,-2.95038104057312
0.1850590854883194,1.5116469860076904,-0.011371582746505737,-2.496274471282959,-0.011733025312423706,-2.5229721069335938
0.18641561269760132,1.2806955575942993,0.027381226420402527,-2.1155571937561035,0.03466956317424774,-2.1251778602600098
0.19199299812316895,1.0866113901138306,0.061681658029556274,-1.7901341915130615,0.057537928223609924,-1.7896625995635986
0.1979231983423233,0.9227630496025085,0.09379276633262634,-1.5130685567855835,0.04817258566617966,-1.5094103813171387
2.7355620861053467,2.2538061141967773,-1.9931142330169678,0.8765721321105957,-2.046093463897705,0.9301791787147522
2.5343618392944336,2.3247742652893066,-2.0079219341278076,0.5303516387939453,-1.9770991802215576,0.5160212516784668
