x1,x2,x3,x4
0.51297617,0.42832416,-30.669561,0.015024863
-2.5033414,0.5017986,-28.659817,0.010428421
-4.9734135,0.54093266,-17.823357,-0.04359068
-5.7236257,0.47563595,0.97077656,0.046308447
-4.6882896,0.50322247,20.31839,0.018279724
-2.1842964,0.52581286,28.909939,-0.066950366
0.9357257,0.46507594,30.516243,0.07390616
3.6551855,0.51031834,25.141205,-0.07457349
5.6226687,0.5423895,9.907,0.004560001
5.5116596,0.42741477,-10.508392,0.022651456
3.6486032,0.57411414,-25.461437,0.011510834
0.84799147,0.45152268,-30.465027,0.01416336
-2.2242224,0.5134932,-29.18449,0.00067514926
-4.772987,0.54059076,-19.267044,-0.038590804
-5.765182,0.46774852,-1.0315301,0.017659813
-4.8967037,0.51286614,18.75822,0.011094958
-2.4279072,0.5009123,28.432362,-0.050272092
0.5338788,0.48870498,30.687773,0.08293497
3.4142811,0.51481926,26.08931,-0.069456816
5.538595,0.5236948,11.773458,0.023691162
5.576573,0.43517143,-8.313898,-0.009036936
3.8943052,0.5485548,-24.589111,0.0067835078
1.1483798,0.48057756,-30.176105,0.00039172173
-1.9579349,0.5184175,-29.596992,-0.0017879978
-4.5583706,0.53476554,-20.622847,-0.026718102
-5.7905188,0.4606438,-3.080132,-0.0048707053
-5.0937033,0.5222837,17.079449,-0.004280269
-2.6917431,0.4743269,27.830914,-0.02902434
0.18992403,0.5100945,30.78564,0.08134692
3.152626,0.522212,26.882004,-0.064798534
5.420494,0.5007659,13.556582,0.045392968
