x1,x2,x3,x4
0.9999981,0.99999744,0.4999948,-4.799656e-6
0.8992127,0.999993,-2.4524047,4.1215044e-6
0.5314672,0.9999916,-4.723163,8.397221e-6
0.005008776,1.0000099,-5.4935775,-1.13745655e-5
-0.5027336,0.99998134,-4.369337,2.0314244e-6
-0.82457244,1.0000023,-1.9271996,6.3717853e-6
-0.87505275,0.99997765,0.90154076,-8.737975e-6
-0.6564645,1.0000112,3.3629684,4.1008216e-6
-0.23694925,1.0000095,4.790526,-1.0477677e-5
0.24582902,1.0000042,4.5730257,3.6581478e-6
0.6260092,0.9999879,2.8297727,2.5319969e-6
0.7860169,1.0000086,0.30969846,-6.9717216e-6
0.6915475,0.99998474,-2.1339967,1.33581925e-5
0.3816416,0.9999805,-3.8942535,-1.5963023e-8
-0.0429944,1.0000155,-4.3404336,-3.0744256e-6
-0.43545282,1.0000021,-3.282567,-1.7805367e-5
-0.6653068,0.9999988,-1.2063601,-7.472943e-6
-0.6685008,1.0000192,1.1069324,-2.8476704e-6
-0.45797816,1.0000066,2.9862847,1.5996076e-5
-0.10491722,1.0000024,3.8639984,2.2906546e-5
0.2690862,1.0000066,3.3900135,6.5634435e-6
0.53519547,0.9999866,1.7921284,-1.206969e-5
0.6107302,0.99999815,-0.29694375,1.26805935e-5
0.4843589,1.0000054,-2.1552198,-1.5931253e-5
0.20422018,0.99999136,-3.2808833,2.1193533e-5
-0.13295282,0.99999213,-3.2583902,1.2921242e-5
-0.40959397,1.0000187,-2.1173675,-5.528355e-6
-0.5345754,0.9999998,-0.3235023,3.4362945e-6
-0.4761207,0.9999909,1.4385171,-1.918699e-5
-0.26396838,1.0000057,2.677099,-1.0642177e-5
0.02762313,1.0000015,2.9772716,2.7591648e-6
