x1,x2,x3,x4
0.012901381,0.027985951,-0.2487584,0.021593934
-0.0056826677,-0.00083596446,1.335276,0.010288552
-0.027797207,-0.009424182,1.9217256,-0.037466515
-0.0005135131,0.00036782213,2.0324178,-0.013728005
0.016220864,0.0009708181,1.8265992,0.01147465
-0.021468958,-0.002965549,1.0084395,-0.0033562994
-0.007110789,-0.0086093005,-0.59071916,0.0007838197
0.041788235,0.034112655,-1.5959735,0.017273504
0.019345287,-0.014181308,-1.813284,0.030712757
-0.0017476066,-0.033829067,-1.7318373,-0.0013959054
-0.013940195,-0.010659767,-1.3338884,-0.043752477
0.010714116,0.014888734,-0.14044324,0.027743846
0.0024671904,0.004213102,1.199804,0.01736261
-0.016639197,-0.0021620877,1.7437575,-0.02532199
-0.0004633707,-0.00055825524,1.8359318,-0.01026665
0.0031483504,0.0029418753,1.5528842,-0.0016461583
-0.024144901,-0.009922907,0.65045226,0.0076728147
-0.0019617341,-0.004597985,-0.7007841,-1.3452955e-5
0.029155245,0.024954027,-1.483289,-0.0002930453
0.014910048,-0.004830583,-1.6570574,-0.0005018292
-0.0019570119,-0.012833646,-1.519097,-0.027107239
-0.010546578,0.0076949964,-0.9713202,-0.033412363
0.013902342,6.747432e-6,0.23519263,0.04852743
0.0014806609,0.0076660234,1.191424,0.010294665
-0.00766222,0.0047410754,1.5732356,-0.016212724
-0.0010466715,0.0051690806,1.556066,-0.009288088
-0.009309896,0.00582786,1.1157382,-0.0025845198
-0.021480657,-0.023907918,0.15063496,0.01928574
0.0038306373,0.00354259,-0.8700451,-0.005468658
0.01733261,0.016639471,-1.3758126,-0.013695023
0.0067235786,0.0027993945,-1.4409268,-0.023138296
