x1,x2,x3
1.0,1.0,1.0
0.9998001316936461,1.0001201845543006,0.9995826751279703
0.9996002926092935,1.0002403503551958,0.999165500499423
0.9994004827352629,1.0003604974079545,0.9987484760875427
0.9992007020598739,1.0004806257178434,0.9983316018654884
0.9990009505714443,1.0006007352901234,0.9979148778063932
0.9988012282582909,1.0007208261300529,0.9974983038833649
0.9986015351087288,1.0008408982428856,0.9970818800694855
0.9984018711110721,1.0009609516338713,0.9966656063378114
0.9982022362536334,1.0010809863082564,0.9962494826613738
0.9980026305247236,1.0012010022712825,0.995833509013178
0.997803053912653,1.001320999528188,0.9954176853662041
0.9976035064057298,1.0014409780842066,0.9950020116934067
0.9974039879922616,1.0015609379445687,0.9945864879677152
0.9972044986605542,1.0016808791145002,0.9941711141620334
0.9970050383989121,1.0018008015992235,0.9937558902492398
0.9968056071956389,1.0019207054039565,0.993340816202188
0.9966062050390367,1.0020405905339138,0.9929258919937056
0.9964068319174064,1.0021604569943052,0.9925111175965959
0.9962074878190473,1.0022803047903373,0.9920964929836364
0.9960081727322582,1.0024001339272122,0.9916820181275797
0.9958088866453358,1.0025199444101283,0.9912676930011532
0.9956096295465762,1.0026397362442796,0.9908535175770593
0.9954104014242741,1.0027595094348567,0.9904394918279753
0.9952112022667229,1.0028792639870456,0.9900256157265537
0.995012032062215,1.002998999906029,0.9896118892454215
0.9948128907990413,1.0031187171969849,0.9891983123571816
0.9946137784654919,1.0032384158650878,0.9887848850344111
0.9944146950498556,1.003358095915508,0.9883716072496629
0.9942156405404198,1.0034777573534115,0.9879584789754647
0.994016614925471,1.003597400183961,0.9875455001843196
0.9938176181932947,1.0037170244123146,0.987132670848706
0.9936186503321749,1.0038366300436266,0.9867199909410772
0.9934197113303949,1.0039562170830474,0.9863074604338623
0.9932208011762363,1.0040757855357232,0.9858950792994652
0.9930219198579803,1.004195335406796,0.9854828475102657
0.9928230673639065,1.0043148667014046,0.9850707650386187
0.9926242436822936,1.0044343794246826,0.9846588318568544
0.9924254488014194,1.0045538735817605,0.984247047937279
0.9922266827095603,1.0046733491777646,0.9838354132521738
0.9920279453949917,1.0047928062178169,0.9834239277737956
0.9918292368459883,1.0049122447070356,0.9830125914743771
0.9916305570508236,1.0050316646505346,0.9826014043261264
0.9914319059977698,1.005151066053424,0.9821903663012271
0.9912332836750983,1.0052704489208102,0.981779477371839
0.9910346900710797,1.0053898132577948,0.9813687375100969
0.9908361251739831,1.005509159069476,0.980958146688112
0.9906375889720772,1.0056284863609477,0.9805477048779708
0.9904390814536294,1.0057477951372997,0.980137412051736
0.990240602606906,1.005867085403618,0.9797272681814458
0.9900421524201727,1.0059863571649843,0.9793172732391147
0.9898437308816939,1.0061056104264765,0.9789074271967326
0.9896453379797333,1.0062248451931681,0.9784977300262658
0.9894469737025537,1.0063440614701291,0.9780881816996564
0.9892486380384167,1.0064632592624252,0.9776787821888225
0.9890503309755833,1.0065824385751176,0.9772695314656584
0.9888520525023133,1.006701599413264,0.9768604295020343
0.9886538026068661,1.006820741781918,0.9764514762697966
0.9884555812774994,1.006939865686129,0.9760426717407679
0.9882573885024709,1.0070589711309423,0.9756340158867468
0.9880592242700369,1.0071780581213994,0.9752255086795085
0.987861088568453,1.0072971266625375,0.9748171500908042
0.987662981385974,1.0074161767593897,0.9744089400923613
0.9874649027108537,1.007535208416985,0.9740008786558838
0.9872668525313452,1.007654221640349,0.9735929657530518
0.9870688308357009,1.0077732164345024,0.973185201355522
0.9868708376121719,1.0078921928044622,0.9727775854349274
0.9866728728490092,1.0080111507552412,0.9723701179628775
0.9864749365344625,1.0081300902918484,0.9719627989109584
0.9862770286567808,1.0082490114192884,0.9715556282507325
0.9860791492042125,1.0083679141425619,0.9711486059537389
0.9858812981650051,1.0084867984666657,0.9707417319914933
0.9856834755274054,1.0086056643965922,0.9703350063354881
0.9854856812796593,1.0087245119373298,0.9699284289571921
0.9852879154100123,1.0088433410938629,0.9695219998280512
0.9850901779067087,1.008962151871172,0.9691157189194877
0.9848924687579924,1.009080944274233,0.9687095862029007
0.9846947879521067,1.0091997183080184,0.9683036016496663
0.9844971354772938,1.009318473977496,0.9678977652311374
0.9842995113217956,1.0094372112876302,0.9674920769186435
0.984101915473853,1.0095559302433805,0.9670865366834912
0.9839043479217064,1.0096746308497029,0.9666811444969641
0.9837068086535956,1.0097933131115489,0.9662759003303225
0.9835092976577595,1.0099119770338665,0.9658708041548042
0.9833118149224366,1.010030622621599,0.9654658559416235
0.9831143604358644,1.010149249879686,0.965061055661972
0.9829169341862805,1.010267858813063,0.9646564032870184
0.9827195361619209,1.010386449426661,0.9642518987879085
0.9825221663510217,1.0105050217254072,0.9638475421357655
0.9823248247418183,1.010623575714225,0.9634433333016893
0.9821275113225452,1.0107421113980335,0.9630392722567576
0.9819302260814364,1.010860628781747,0.9626353589720249
