x1,x2
-1.1882392,-6.739526
-1.1477059,-6.6763344
-1.10748,-6.612303
-1.0676337,-6.54748
-1.0282404,-6.4819207
-0.98936677,-6.41567
-0.9510771,-6.3487725
-0.9134476,-6.2813044
-0.876529,-6.2132964
-0.8403825,-6.1448092
-0.8050606,-6.0758915
-0.7706169,-6.0066047
-0.73709,-5.93699
-0.7045211,-5.867103
-0.6729444,-5.796995
-0.64238715,-5.726714
-0.6128726,-5.6563125
-0.58441836,-5.5858407
-0.55702895,-5.51533
-0.5307262,-5.444869
-0.5054817,-5.374428
-0.48131347,-5.3041134
-0.45820254,-5.2339487
-0.43613443,-5.1639733
-0.41508907,-5.09423
-0.39504078,-5.02475
-0.3759648,-4.9555783
-0.35782927,-4.886746
-0.34059975,-4.8182836
-0.32424143,-4.750223
-0.3087171,-4.682597
-0.2939881,-4.615432
-0.28001454,-4.5487533
-0.2667563,-4.482586
-0.25417352,-4.416952
-0.24223238,-4.351907
-0.23088135,-4.2874002
-0.22008958,-4.223496
-0.20982035,-4.1602087
-0.20003682,-4.09755
-0.19070455,-4.035531
-0.18179043,-3.9741654
-0.17326333,-3.9134629
-0.16509409,-3.8534317
-0.15725729,-3.794096
-0.14972547,-3.7354543
-0.1424715,-3.6774828
-0.13547727,-3.6202219
-0.12872155,-3.5636663
-0.12218541,-3.5078163
-0.115851074,-3.452676
-0.10970333,-3.3982463
-0.1037277,-3.3445275
-0.09791055,-3.291515
-0.09224063,-3.239212
-0.08670762,-3.1876194
-0.081301,-3.1367319
-0.076013595,-3.0865571
-0.07083437,-3.0370631
-0.06575927,-2.9882727
-0.060780585,-2.9401724
-0.055893183,-2.892759
-0.051091433,-2.8460276
-0.046371102,-2.7999742
-0.041727453,-2.7545915
-0.03715697,-2.7098703
-0.032656908,-2.6658208
-0.028223038,-2.6224222
-0.023854047,-2.5796843
-0.019541949,-2.537548
-0.015290678,-2.49607
-0.011095256,-2.4552197
-0.006954074,-2.41499
-0.0028646588,-2.3753757
0.0011747777,-2.336369
0.0051663816,-2.2979617
0.009111464,-2.2601469
0.013011843,-2.222922
0.01687017,-2.186265
0.02068469,-2.150207
0.024459988,-2.114707
0.028199852,-2.0797396
0.03190151,-2.045338
0.03556794,-2.0114794
0.039200664,-1.9781568
0.04280144,-1.9453633
0.04637137,-1.9130913
0.049911976,-1.8813344
0.053424716,-1.8500836
0.0569112,-1.8193331
0.060372323,-1.7890779
0.06380993,-1.7593107
0.06722495,-1.7300234
0.070618,-1.7012177
0.07399076,-1.67289
0.07735193,-1.6449652
0.08069214,-1.6175263
0.08401686,-1.5905325
0.08732763,-1.5639784
0.090625525,-1.5378567
0.093911976,-1.512161
0.09718841,-1.4868851
0.10045567,-1.4620218
0.10371518,-1.4375682
0.10696831,-1.4135139
0.11021674,-1.3898528
0.113461494,-1.3665771
0.11670321,-1.3436859
0.11994386,-1.3211666
0.12317893,-1.2990592
