x1,x2,x3,x4
1.0000064,1.000001,0.50000155,0.49999425
0.89742416,1.0500045,-2.5160363,0.5000076
0.51655394,1.1000124,-4.926632,0.49999604
-0.03649989,1.1499978,-5.808865,0.49999505
-0.5769494,1.2000071,-4.688455,0.5000002
-0.9267321,1.2500128,-2.1536498,0.50000507
-0.99135315,1.2999846,0.88424855,0.50000846
-0.7561208,1.3500091,3.7296708,0.5000053
-0.2788148,1.3999913,5.5654535,0.5000177
0.29375553,1.4499961,5.537782,0.49999872
0.7660319,1.4999895,3.6622074,0.5000183
0.9935948,1.549993,0.8024957,0.49999595
0.9208518,1.5999961,-2.2319484,0.4999986
0.5643124,1.6499788,-4.7412996,0.4999948
0.02090797,1.6999902,-5.811779,0.50002956
-0.52977234,1.7499954,-4.877696,0.50000554
-0.90411246,1.8000016,-2.4391992,0.5000007
-0.9985773,1.8500077,0.5822914,0.49999672
-0.79166627,1.8999876,3.478372,0.49999884
-0.3331567,1.9500114,5.4571877,0.49998373
0.2386454,2.0000308,5.632503,0.5000062
0.72870463,2.0500062,3.9067955,0.500007
0.98421526,2.1000032,1.1031499,0.5000031
0.94148624,2.1499918,-1.943172,0.50000685
0.61011124,2.2000046,-4.5420833,0.50000167
0.078100525,2.2500122,-5.7940774,0.49997795
-0.4807655,2.2999969,-5.052056,0.49999627
-0.8786813,2.3500252,-2.7191975,0.50000155
-1.002862,2.4000113,0.2791929,0.49999785
-0.824732,2.450036,3.2179058,0.5000046
-0.38647333,2.5000393,5.3304276,0.5000105
